surat_nomor,ayat_nomor,teks_id
16,102,"Dan apabila Kami meng-ganti suatu ayat menempati ayat yang lain,1577 – dan Allah lebih mengetahui tujuan dari apa yang Dia turunkan – mereka berkata, yang mengada-ada.” Tidak, bahkan seseorang “Sesungguhnya engkau hanyalah kebanyakan mereka tidak me-ngetahui."
16,103,"Katakanlah, ”Rohulkudus telah menurunkannya dari Tuhan engkau dengan kebenaran, supaya Dia meneguhkan orang-orang yang beriman dalam keimanannya; dan juga sebagai petunjuk dan khabar suka bagi orang-orang yang menyerahkan diri.”"
16,104,"Dan sesungguhnya Kami mengetahui bahwa mereka itu berkata, “Sesungguhnya hanya seorang manusia yang mengajar-nya.”1578 Padahal bahasa orang yang mereka tuduhkan meng-ajarkannya adalah bahasa asing, sedangkan Al-Qur’an ini adalah bahasa Arab yang terang dan jelas."
16,105,"Sesungguhnya, orang-orang yang tidak beriman kepada ayat-ayat Allah, Allah tidak akan memberi petunjuk kepada mereka, dan bagi mereka ada azab yang pedih."
16,106,Sesungguhnya mereka yang mengada-adakan dusta hanyalah orang-orang yang tidak beriman kepada ayat-ayat Allah; dan mereka itulah pendusta.
16,107,"Barangsiapa kafir ke-pada Allah setelah ia beriman ia mendapat kemurkaan Allah, kecuali orang yang telah dipaksa untuk murtad sedang hatinya tetap tenteram dalam keimanan ia tidak berdosa,1579 akan tetapi orang yang membukakan dada-nya untuk kekafiran, maka atas merekalah kemurkaan dari Allah dan bagi mereka ditakdirkan azab yang besar."
16,108,"Yang demikian itu di-sebabkan mereka lebih mencintai kehidupan dunia daripada akhirat, dan bahwa Allah tidak memberi petunjuk kepada kaum kafir."
16,109,"Mereka itulah orang-orang yang Allah telah mema-terai hatinya, telinganya, dan matanya. Dan mereka itulah orang-orang yang lalai."
16,110,Tiada syak lagi bahwa mereka di akhirat adalah orang-orang yang rugi.
16,111,"Kemudian sesungguhnya Tuhan engkau, terhadap orang-orang yang berhijrah sesudah mereka menderita cobaan, ke-mudian mereka itu berjuang1580 keras di jalan Allah dan tetap bersabar, sesungguhnya sesudah itu Tuhan engkau Maha Pengampun, Maha Penyayang."
16,112,"Pada hari ketika setiap jiwa akan datang untuk membela dirinya, dan setiap jiwa akan diberi balasan dengan sempurna atas apa yang telah diperbuatnya, dan mereka tidak akan dianiaya."
16,113,Dan Allah mengemuka-kan perumpamaan sebuah kota1581 yang aman dan sentosa; rezekinya datang kepadanya berlimpah-limpah dari segala jurusan; tetapi tidak bersyukur atas nikmat Allah; maka Allah menimpakan bencana kelaparan1582 dan ke-takutan1583 disebabkan oleh apa yang biasa mereka kerjakan.
16,114,"Dan sesungguhnya telah datang kepada mereka seorang rasul dari antara mereka, tetapi mereka mendustakannya, maka azab menyergap mereka ketika mereka sedang berbuat aniaya."
16,115,"Maka makanlah yang halal dan baik1584 dari apa yang Allah telah rezekikan kepadamu; dan bersyukurlah atas nikmat Allah, jika hanya kepada-Nya kamu menyembah."
16,116,"Sesungguhnya, Dia hanya mengharamkan atas kamu bangkai, darah, daging babi, dan apa yang disembelih dengan menyebut na-ma selain Allah. Tetapi, barang-siapa terpaksa memakannya bukan karena melanggar peraturan dan tidak melampaui batas, maka sesungguhnya Allah Maha Peng-ampun, Maha Penyayang."
16,117,"Dan janganlah kamu ber-kata disebabkan oleh kedustaan yang diucapkan oleh lidahmu, “Ini halal dan ini haram,” supaya jangan sampai kamu mengada-ada dusta terhadap Allah. Sesungguhnya, orang-orang yang mengada-ada dusta terhadap Allah tidak akan mendapat kesuksesan."
16,118,Kehidupan ini hanya kesenangan yang sedikit dan bagi mereka ada azab yang pedih.
16,119,"Dan atas orang-orang Yahudi telah Kami haramkan segala yang telah Kami ceritakan sebelum ini kepada engkau. Dan Kami tidak menganiaya mereka, akan tetapi merekalah yang telah menganiaya diri mereka sendiri."
16,120,"Kemudian, sesungguhnya Tuhan engkau kepada orang-orang yang berbuat keburukan karena kejahilan1585 lalu sesudah itu mereka bertobat dan memperbaiki diri. Sesudah itu sesungguhnya Tuhan engkau Maha Pengampun, Maha Penyayang."
16,121,"Sesungguhnya Ibrahim adalah seorang insan teladan kebajikan,1586 taat kepada Allah, senantiasa cenderung kepada-Nya. Dan bukanlah ia termasuk orang-orang musyrik;"
16,122,Senantiasa bersyukur atas nikmat-nikmat-Nya; Dia telah memilihnya dan membimbingnya ke jalan yang lurus.
16,123,"Dan telah Kami berikan kepadanya kebaikan di dunia ini, dan sesungguhnya ia di akhirat akan termasuk orang-orang saleh."
16,124,"Kemudian, sekarang Ka-mi mewahyukan kepada engkau, sambil menganjurkan, ”Ikutilah agama Ibrahim yang senantiasa cenderung kepada Allah; dan dia tidak termasuk orang-orang musyrik.”"
16,125,"Hukuman karena pen-cemaran terhadap hari Sabat1587 hanya ditimpakan atas orang-orang yang selalu berselisih di dalamnya, dan sesungguhnya Tuhan engkau pasti akan mengadili di antara mereka pada Hari Kiamat mengenai apa yang mereka perselisihkan di dalamnya."
16,126,"Panggillah kepada jalan Tuhan engkau dengan kebijak-sanaan1588 dan nasihat yang baik, dan bertukar-pikiranlah dengan mereka dengan cara yang sebaik-baiknya. Sesungguhnya Tuhan engkau lebih mengetahui siapa yang telah sesat dari jalan-Nya; dan Dia Maha Mengetahui pula siapa yang telah mendapat pe-tunjuk."
16,127,"Dan, jika kamu memu-tuskan akan menghukum, maka hukumlah setimpal dengan ke-salahan yang dilakukan terhadap kamu; tetapi, jika kamu bersabar, maka sesungguhnya itulah yang paling baik bagi orang-orang yang sabar."
16,128,"Dan ya Rasul! Bersabar-lah engkau, dan sesungguhnya kesabaran engkau hanya mung-kin dengan pertolongan Allah. Dan janganlah engkau bersedih atas mereka, dan janganlah engkau merasa sedih disebabkan rencana tipu daya mereka."
16,129,Sesungguhnya Allah ber-sama orang-orang yang bertakwa dan orang-orang yang berbuat kebajikan.1589
17,1,"Aku baca dengan nama Allah, Maha Pemurah, Maha Penyayang."
17,2,"Mahasuci Dia, Yang telah memperjalankan1590 hamba-Nya pada waktu malam hari dari Masjid al-Haram ke Masjid al-Aqsa,1591 yang telah Kami ber-kati sekelilingnya supaya Kami perlihatkan kepadanya sebagian dari tanda-tanda Kami.1591A Se-sungguhnya Dia-lah, Yang Maha Mendengar, Maha Melihat.*"
17,3,"Dan Kami telah memberi kepada Musa kitab itu, dan Kami menjadikannya petunjuk bagi Bani Israil dengan perintah, ”Janganlah kamu mengambil pelindung selain Aku."
17,4,“Hai keturunan orang-orang yang Kami naikkan ke dalam bahtera beserta Nuh!” Sesungguhnya ia seorang hamba Kami yang banyak bersyukur.
17,5,"Dan telah Kami sampaikan dengan jelas kepada Bani Israil dalam kitab itu, “Tentulah kamu akan melakukan kerusakan besar di muka bumi ini dua kali,1592 dan niscaya kamu akan menyom-bongkan diri dengan kesombong-an yang sangat besar.”"
17,6,"Maka ketika penggenapan janji yang pertama1593 dari kedua janji itu tiba, Kami bangkitkan untuk menghadapimu hamba-hamba Kami yang mempunyai kekuatan tempur yang dahsyat, dan mereka menerobos jauh ke dalam rumah-rumah,* dan itu merupakan suatu janji yang pasti terlaksana."
17,7,"Kemudian Kami kembali-kan lagi kepadamu kekuatan untuk melawan mereka, dan Kami bantu kamu dengan harta benda dan anak-anak, dan Kami jadikan kamu kelompok yang lebih besar1594 dari sebelumnya."
17,8,"Kini, Jika kamu berbuat baik, kamu berbuat baik bagi dirimu sendiri; dan jika kamu berbuat buruk, maka itu untuk dirimu sendiri. Maka bila datang saat sempurnanya janji yang terakhir itu, supaya mereka mendatangkan kesusahan pada pemimpin-pemimpin terhormat-mu;1594A dan supaya mereka memasuki masjid seperti mereka pernah memasukinya pertama kali; dan supaya mereka meng-hancur-luluhkan segala yang telah mereka kuasai.1595"
17,9,"Boleh jadi kini Tuhan-mu akan mengasihimu; tetapi jika kamu kembali kepada perbuatan buruk, Kami pun akan kembali menimpakan hukuman; dan ingatlah, Kami telah jadikan Jahannam, penjara bagi orang-orang kafir.*"
17,10,"Sesungguhnya, Al-Qur’an ini memberi petunjuk kepada apa yang paling benar; dan memberi khabar suka kepada orang-orang beriman yang berbuat amal saleh bahwa bagi mereka ada ganjaran yang besar;1596"
17,11,"Dan memberi peringatan bahwasanya orang-orang yang tidak beriman kepada akhirat, Kami telah sediakan bagi mereka azab yang pedih."
17,12,"Dan manusia memanggil kepada keburukan seperti me-manggil kepada kebaikan,1597 dan manusia sangat tergesa-gesa."
17,13,"Dan Kami menjadikan malam dan siang dua tanda, lalu Kami hapuskan tanda malam, dan Kami jadikan tanda siang terang supaya kamu dapat mencari karunia dari Tuhan-mu, dan supaya kamu mengetahui bilangan tahun dan ilmu hisab.1598 Dan segala sesuatu telah Kami terangkan dengan keterangan yang rinci."
17,14,"Dan amalan tiap-tiap man-usia, Kami ikatkan pada leher-nya;1599 dan pada Hari Kiamat akan Kami keluarkan baginya kitab yang akan didapatinya terbuka lebar.*"
17,15,"Dan akan dikatakan ke-padanya,kitab engkau. Cukuplah diri engkau sendiri pada hari ”Bacalah ini sebagai penghisab bagi engkau.”"
17,16,"Barangsiapa telah meneri-ma petunjuk, maka sesungguhnya petunjuk itu untuk dirinya sendiri, dan barangsiapa sesat, maka ke-sesatan itu hanya atas dirinya sendiri.1600 Dan tiada pemikul beban akan memikul beban orang lain.1601 Dan Kami tidak me-nimpakan azab sebelum Kami mengirimkan seorang rasul.1602"
17,17,"Dan apabila Kami ber-kehendak membinasakan suatu kota,1603 Kami memerintahkan warganya yang hidup mewah untuk beramal saleh, tetapi mereka mengenai keputusan durhaka di dalamnya; maka hukuman terhadapnya menjadi layak, dan Kami membinasakan-nya hingga hancur lebur."
17,18,Dan berapa banyak keturunan demi keturunan yang telah Kami binasakan sesudah Nuh! Dan Tuhan engkau Maha Mengetahui lagi Maha Melihat dosa hamba-hamba-Nya.
17,19,"Barangsiapa menghendaki kehidupan dunia, Kami segerakan baginya di dalamnya perbekalan yang Kami kehendaki bagi orang-orang yang Kami sukai, kemudian Kami menetapkan baginya Jahanam; ia akan me-masukinya dalam keadaan tercela dan terusir."
17,20,"Dan barangsiapa meng-hendaki akhirat dan berusaha untuk itu1604 dengan usaha yang sungguh-sungguh, dan ia seorang mukmin, maka mereka itulah yang usaha-usahanya akan dihargai dengan baik."
17,21,"Semuanya Kami beri per-tolongan, mereka itu maupun mereka ini, suatu anugerah dari Tuhan engkau. Dan anugerah Tuhan engkau tidak dapat diha-langi.1605"
17,22,"Lihatlah, betapa Kami telah memuliakan sebagian mereka di atas sebagian yang lain, dan sesungguhnya kehidupan akhirat lebih tinggi derajatnya dan lebih besar kemuliaannya."
17,23,"Janganlah engkau jadikan bersama Allah tuhan lain,1606 supaya jangan sampai engkau duduk tercela, ditinggalkan."
17,24,"Dan Tuhan engkau telah memerintahkan supaya engkau jangan menyembah selain kepada-Nya, dan berbuat baiklah kepada ibu-bapak.1607 Jika salah seorang dari mereka atau kedua-duanya mencapai usia lanjut dalam ke-hidupan engkau, maka janganlah engkau mengatakan “ah”1608 ter-hadap keduanya dan janganlah engkau hardik keduanya, dan berkatalah kepada keduanya de-ngan perkataan yang baik."
17,25,"“Dan rendahkanlah sayap kerendahan hati terhadap kedua-nya karena kasih-sayang.” Dan katakanlah, ”Wahai Tuhan! Ka-sihilah mereka berdua1609 se-bagaimana mereka berdua telah mendidikku semasa aku kecil.”"
17,26,"Tuhan-mu lebih mengetahui apa yang ada dalam hatimu; jika kamu orang saleh, maka sesungguhnya Dia Maha Peng-ampun terhadap orang-orang yang bertobat kepada-Nya."
17,27,"Dan berikanlah kepada kaum kerabat haknya, dan kepada memboroskan janganlah fakir-miskin dan orang musafir, dan hartamu dengan berlebih-lebihan."
17,28,"Sesungguhnya para pem-boros itu saudara setan, dan setan tidak tahu berterima kasih1610 kepada Tuhan-nya."
17,29,"Dan jika engkau harus ber-paling dari mereka untuk mencari rahmat dari Tuhan engkau yang engkau dambakan, maka ber-katalah kepada mereka dengan perkataan yang lemah lembut.1611"
17,30,"Dan janganlah engkau jadi-kan tangan engkau terbelenggu pada leher engkau karena keba-khilan, dan janganlah engkau mengulurkannya terlampau jauh karena boros, supaya jangan nanti engkau duduk tercela dan menyesal.1612"
17,31,"Sesungguhnya, Tuhan engkau melapangkan rezeki-Nya bagi siapa yang Dia kehendaki, dan menyempitkan rezeki bagi siapa yang Dia kehendaki. Sesungguhnya Dia Maha mengetahui dan Maha melihat akan hamba-hamba-Nya."
17,32,Dan janganlah kamu mem-bunuh anak-anakmu karena takut miskin.1613 Kamilah yang memberi rezeki kepada mereka dan kepadamu. Sesungguhnya membunuh mereka itu adalah dosa besar.1614
17,33,Dan janganlah kamu men-dekati zinah;1615 sesungguhnya itu adalah perbuatan keji dan jalan yang sangat buruk.
17,34,"Dan janganlah membunuh jiwa, yang pembunuhannya telah Allah haramkan, kecuali dengan hak. Dan barangsiapa dibunuh dengan aniaya, maka sungguh Kami telah memberi wewenang kepada ahli-warisnya untuk me-nuntut balas, tetapi janganlah ia melampaui batas dalam pem-bunuhan itu. Sesungguhnya ia akan ditolong.1616"
17,35,"Dan janganlah kamu men-dekati harta benda anak yatim, kecuali dengan cara yang sebaik-baiknya hingga ia mencapai kedewasaannya, dan tepatilah janji;1617 sesungguhnya janji itu akan dipertanyakan."
17,36,"Dan sempurnakanlah ukuran bila kamu mengukur, dan timbanglah dengan timbangan yang benar. Yang demikian itu lebih baik dan lebih terpuji kesu-dahannya.1618"
17,37,"Dan janganlah engkau ikuti apa yang tentang itu engkau tidak mempunyai ilmu. Sesungguhnya telinga, mata dan hati, semuanya akan ditanya mengenainya.1619"
17,38,"Dan janganlah engkau ber-jalan di bumi dengan sombong, sesungguhnya engkau samasekali tidak dapat membelah bumi dan tidak pula engkau dapat mencapai ketinggian gunung-gunung.1620"
17,39,"Semua itu, merupakan ke-burukan yang amat dibenci di hadapan Tuhan engkau."
17,40,"Itulah ajaran dari apa-apa yang Tuhan engkau telah wahyukan kepada engkau dari sebagian hikmah. Dan janganlah engkau jadikan bersama Allah, tuhan lain supaya engkau jangan dilemparkan ke dalam Jahannam, tercela dan terusir."
17,41,Apakah Tuhanmu memilih untuk kamu anak-anak lelaki dan Dia sendiri mengambil anak-anak perempuan dari antara para malaikat? Sesungguhnya kamu mengucapkan kata-kata yang be-sar bahayanya.
17,42,"Dan sesungguhnya Kami telah menerangkan1621 secara ber-ulang-ulang dalam Al-Qur’an ini supaya mereka mengambil na-sehat, tetapi tidaklah Al-Qur’an itu menambah bagi mereka, kecuali kebencian."
17,43,"Katakanlah, “Jika ada be-serta-Nya tuhan-tuhan lain seba-gaimana mereka katakan, niscaya mereka mampu mencari jalan kepada Dzat Yang mempunyai ‘‘Arasy.”"
17,44,"Mahasuci Dia, dan Maha-luhur, jauh di atas apa yang mereka katakan."
17,45,"Kepada-Nya bertasbih ke-tujuh langit dan bumi dan apa yang ada di dalamnya. Dan tiada suatu benda pun melainkan bertasbih dengan memuji-Nya,1622 akan tetapi kamu tidak memahami tasbih mereka itu. Sesungguhnya Dia Maha penyantun, Maha Pengampun."
17,46,"Dan apabila engkau mem-baca Al-Qur’an, Kami jadikan antara engkau dan mereka yang tidak beriman pada akhirat suatu penghalang yang tersembunyi."
17,47,"Dan Kami meletakkan tutupan1623 di atas hati mereka supaya mereka tidak memahami-nya dan dalam telinga mereka ada sumbatan. Dan apabila engkau menyebutkan Tuhan engkau Yang Tunggal dalam Al-Qur’an, mereka membalikkan punggung mereka karena bencinya."
17,48,"Kami lebih mengetahui untuk apa mereka mendengarkan, ketika mereka mendengarkan engkau dan ketika mereka sedang berunding secara rahasia, ketika orang-orang aniaya itu berkata satu sama lain, ”Kamu hanya mengikuti seorang laki-laki yang terkena sihir.”"
17,49,"Lihatlah, bagaimana mereka mengada-adakan perumpamaan-perumpamaan mengenai diri eng-kau, maka akibatnya mereka men-jadi tersesat, lalu mereka tidak dapat menemukan jalan."
17,50,"Dan mereka berkata, ”Apa-bila kami telah menjadi tulang-belulang dan benda yang hancur, apakah kami sungguh-sungguh akan dibangkitkan kembali sebagai makhluk yang baru?”"
17,51,"Katakanlah, “Jadilah kamu batu atau besi!"
17,52,"Atau makhluk yang nam-paknya paling keras1624 dalam pikiranmu, kendati demikian ka-mu akan dibangkitkan kembali.” Maka mereka akan bertanya, “Siapakah yang akan menghidup-kan kami kembali?” Katakanlah, “Dia Yang telah menjadikan kamu pertama kali.” Masih juga mereka akan menggelengkan kepalanya terhadap engkau dan berkata, ”Kapankah itu akan terjadi?” Katakanlah, “Boleh jadi itu dekat.”"
17,53,"“Itu akan terjadi pada hari ketika Dia akan memanggilmu, lalu kamu akan menyambut dengan memuji-Nya dan kamu akan beranggapan bahwa tidaklah kamu tinggal di dunia melainkan hanya sebentar.”"
17,54,Dan katakanlah kepada hamba-hamba-Ku supaya mereka mengucapkan perkataan yang sebaik-baiknya. Sesungguhnya setan menimbulkan perpecahan di antara mereka. Sesungguhnya setan adalah musuh yang nyata bagi manusia.
17,55,"Tuhan-mu lebih mengetahui tentang kamu. Jika Dia meng-hendaki, Dia tentu akan menga-sihimu; atau jika Dia menghen-daki, Dia akan mengazabmu. Dan Kami tidak mengutus engkau sebagai penjaga atas mereka."
17,56,"Dan Tuhan engkau lebih mengetahui tentang mereka yang ada di seluruh langit dan bumi. Dan sesungguhnya telah Kami muliakan sebagian nabi-nabi di atas sebagian yang lain, dan kepada Daud telah Kami berikan Zabur."
17,57,"Katakanlah, “Panggillah kepada mereka yang kamu anggap tuhan-tuhan selain Dia; padahal mereka itu tidak mempunyai ke-kuasaan menghilangkan kesu-sahan darimu dan tidak pula mengubah keadaanmu.”"
17,58,"Mereka yang diseru1625 oleh orang-orang itu, mereka juga mencari sarana kedekatan kepada Tuhan mereka, siapa di antara mereka yang lebih dekat kepada Tuhan dan mengharapkan rahmat-Nya, dan takut akan azab-Nya. Sesungguhnya azab Tuhan engkau adalah sesuatu yang ditakuti."
17,59,"Dan tiada suatu negeri pun melainkan Kami menghancurkan-nya sebelum Hari Kiamat, atau Kami mengazabnya dengan azab yang sangat keras.1626 Yang de-mikian itu telah tertulis dalam Kitab."
17,60,"Dan tiada yang dapat merintangi Kami untuk me-ngirimkan tanda-tanda melainkan bahwa orang-orang dahulu telah mendustakannya,1627 dan Kami be-rikan kepada Tsamud unta betina sebagai suatu tanda yang nyata, tetapi mereka menganiayanya. Dan Kami tidak mengirimkan tanda-tanda melainkan untuk me-nakuti-nakuti."
17,61,"Dan ingatlah ketika Kami mengatakan kepada engkau, “Sesungguhnya Tuhan engkau telah mengepung orang-orang ini dengan kebinasaan.” Dan tidaklah Kami jadikan ru’ya1627A yang telah Kami perlihatkan kepada engkau melainkan sebagai ujian bagi manusia, dan begitu pula pohon terkutuk1628 dalam Al-Qur’an. Dan Kami menakut-nakuti mereka terus-menerus tetapi itu tidak me-nambah kepada mereka sesuatu, kecuali kedurhakaan yang besar."
17,62,"Dan ingatlah ketika Kami berkata kepada para malaikat, “Sujudlah kepada1629 Adam,” maka bersujudlah mereka, kecuali iblis. Ia berkata, “Apakah aku harus sujud kepada orang yang Engkau jadikan dari tanah liat?”"
17,63,"Dan Ia berkata, “Bagai-manakah pendapat Engkau? Mungkinkah orang ini, yang Engkau telah muliakan atasku menjadi majikanku? Jika Engkau akan memberi tangguh kepadaku hingga Hari Kiamat,1630 tentulah akan aku hancurkan semua anak-keturunannya, kecuali sedikit.”1631"
17,64,"Dia Allah berfirman, “Pergi-lah! Maka barangsiapa mengikuti engkau dari antara mereka, nis-caya Jahanamlah balasan bagi kamu sekalian, suatu balasan yang penuh."
17,65,"”Dan bujuklah siapa dari antara mereka yang engkau sang-gup bujuk dengan suaramu, dan kerahkanlah terhadap mereka pasukan berkuda engkau dan pasukan berjalan-kaki engkau dan berserikatlah dengan mereka dalam harta, dan anak-anak me-reka, dan berikanlah janji-janji kepada mereka.”1632 Dan setan tidak menjanjikan kepada mereka selain tipu-daya."
17,66,"Sesungguhnya mengenai hamba-hamba-Ku, engkau tidak akan mempunyai kekuasaan1633 atas mereka. Dan cukuplah Tuhan Engkau sebagai Pelindung."
17,67,"Tuhan-mu, Dia-lah Yang melayarkan bahtera-bahtera bagimu di lautan, supaya kamu dapat mencari karunia-Nya. Sesungguhnya Dia Maha Pe-nyayang terhadapmu."
17,68,"Dan apabila kemudaratan menimpamu di lautan, maka sia-sialah bagimu segala yang kamu seru selain Dia. Tetapi apabila Dia menyelamatkan kamu sampai ke daratan, kamu berpaling; dan manusia sangat tidak tahu berterima kasih.1634"
17,69,"Apakah kamu merasa aman, bahwa Dia tidak mem-benamkan kamu ke dalam bumi di tepi daratan atau mengirimkan kepadamu taufan pasir yang dahsyat, kemudian kamu tidak akan memperoleh pelindung bagi-mu sendiri?"
17,70,"Atau, apakah kamu merasa aman bahwa Dia tidak akan me-ngembalikan kamu ke dalamnya untuk kedua kalinya, lalu Dia mengirimkan atasmu hembusan angin taufan yang kencang, dan menenggelamkan kamu, karena kamu ingkar? Kemudian kamu tidak akan memperoleh seorang penolong bagimu untuk melawan Kami dalam hal ini."
17,71,"Dan keturunan Adam, muliakan sesungguhnya telah Kami1635 daratan dan di lautan, dan Kami angkut mereka di1635A dan Kami beri mereka rezeki yang baik dan Kami lebihkan mereka dengan kelebihan di atas kebanyakan dari mereka yang telah Kami ciptakan.1635B"
17,72,"Ingatlah hari itu, ketika Kami akan memanggil semua orang beserta pemimpin mereka. Maka barangsiapa akan diberikan kitabnya di tangan kanannya,1636 maka mereka itu akan membaca kitab mereka dengan senang dan mereka tidak akan dianiaya sedikit pun."
17,73,"Dan barangsiapa buta di dunia ini, maka di akhirat pun1637 ia akan buta juga, dan bahkan lebih tersesat dari jalan.*"
17,74,"Dan hampir-hampir mereka menimpakan fitnah kepada engkau disebabkan oleh apa yang telah Kami wahyukan kepada engkau, supaya engkau mengada-adakan terhadap Kami yang lain selain itu;1638 dan sesudah itu niscaya mereka akan menjadikan engkau teman yang istimewa."
17,75,"Dan sekiranya tidak Kami perteguh engkau dengan Al-quran, niscaya engkau akan sedikit cenderung kepada mereka.1639"
17,76,"Kemudian Kami pasti telah membuat engkau merasakan azab yang berlipat ganda dalam hidup dan azab yang berlipat ganda sesudah mati, kemudian tidaklah engkau akan memperoleh bagi diri engkau seorang penolong terhadap Kami."
17,77,"Dan sesungguhnya hampir mereka menakut-nakuti engkau untuk mengusir engkau dari negeri ini, supaya akhirnya mereka dapat mengeluarkan1640 engkau darinya, dan jika demi-kian niscaya mereka tidak akan tinggal sepeninggal engkau, me-lainkan hanya sebentar."
17,78,Demikianlahketetapan Kami terhadap rasul-rasul Kami yang telah Kami utus sebelum engkau; dan tidak akan engkau dapatkan perubahan dalam ketetapan Kami.
17,79,"Dirikanlah shalat sejak ma-tahari condong hingga kegelapan malam, dan bacalah Al-Qur’an pada waktu subuh. Sesungguhnya pembacaan Al-Qur’an pada waktu subuh disaksikan secara istimewa oleh Allah.”1641"
17,80,"Dan pada sebagian malam, maka tahajudlah engkau dengan membaca-nya, suatu ibadah tam-bahan1642 bagi engkau. Semoga Tuhan engkau akan mengangkat engkau ke derajat yang terpuji.1643"
17,81,"Dan katakanlah, “Wahai Tuhan-ku! Masukkanlah aku de-ngan cara masuk yang baik dan keluarkanlah aku dengan cara keluar yang baik.1644 Dan jadikan-lah bagiku dari hadirat Engkau kekuatan yang menolong.”"
17,82,"Dan katakanlah, ”Kebenar-an telah datang dan kebatilan telah lenyap.1645 Sesungguhnya keba-tilan itu pasti akan lenyap.”"
17,83,Dan Kami turunkan dari Al-Qur’an suatu penyembuh dan rahmat bagi orang-orang yang beriman; tetapi tidaklah itu me-nambah kepada orang-orang yang aniaya melainkan kerugian.
17,84,"Dan apabila Kami beri-kan nikmat kepada manusia, berpalinglah ia dan menjauhkan diri; dan bila keburukan menja-mahnya berputus-asalah ia."
17,85,"Katakanlah, “Tiap orang beramal menurut pembawaannya sendiri,1646 dan Tuhan-mu lebih mengetahui siapa yang lebih mendapat petunjuk di jalan-Nya.”"
17,86,"Dan mereka bertanya ke-pada engkau mengenai roh.1647 Katakanlah, “Roh telah dicipta-kan atas perintah Tuhan-ku; dan tidaklah kamu diberi ilmu tentang itu melainkan sedikit.”"
17,87,"Dan sekiranya Kami meng-hendaki, tentulah Kami meng-ambil kembali1648 apa yang telah Kami wahyukan kepada engkau, kemudian engkau tidak akan memperoleh penjaga bagi engkau terhadap Kami."
17,88,Kecuali karena rahmat istimewa dari Tuhan engkau. Sesungguhnya karunia-Nya sa-ngat besar kepada engkau.
17,89,"Katakanlah, “Seandainya manusia dan jin berhimpun bersama untuk mendatangkan yang semisal Al-Qur’an ini, tidaklah mereka akan sanggup mendatangkan yang sama seperti ini,1649 walaupun sebagian mereka membantu sebagian yang lain.”"
17,90,"Dan sesungguhnya telah Kami jelaskan bagi manusia berulang-ulang segala macam cara1650 perumpamaan dalam Al-Qur’an ini, tetapi kebanyakan manusia menolak, kecuali ke-ingkaran."
17,91,"Dan mereka berkata, “Se-kali-kali kami tidak akan beriman kepada engkau sebelum engkau pancarkan dari bumi sebuah mata air untuk kami;"
17,92,"”Atau engkau mempunyai kebun kurma dan anggur, lalu engkau alirkan sungai-sungai yang banyak sekali1651 di tengah-tengah-nya;"
17,93,"“Atau engkau jatuhkan langit ke atas kami berkeping-keping, sebagaimana telah eng-kau da’wakan, atau engkau da-tangkan Allah dan para malaikat berhadap-hadapan."
17,94,"“Atau engkau mempunyai sebuah rumah dari emas atau engkau naik ke langit; dan sekali-kali tidak akan kami percaya kenaikan engkau ke langit, se-belum engkau turunkan kepada kami sebuah kitab yang dapat kami membacanya.” Katakanlah, “Mahasuci Tuhan-ku! Aku tidak lain hanyalah seorang manusia, yang diutus sebagai seorang rasul”1652"
17,95,"Dan tiada sesuatu yang menghalangi manusia untuk beriman ketika datang petunjuk kepada mereka, kecuali mereka berkata, “Apakah Allah telah mengutus seorang manusia seperti kita sebagai rasul?”"
17,96,"Katakanlah, “Sekiranya di bumi ini ada malaikat yang berjalan-jalan dengan aman ten-teram, niscaya Kami turunkan seorang malaikat dari langit sebagai seorang rasul kepada mereka.”1653"
17,97,"Katakanlah, ”Cukuplah Allah sebagai saksi di antara aku dan kamu; sesungguhnya Dia Maha Mengetahui, Mahateliti kepada hamba-hamba-Nya.”"
17,98,"Dan barangsiapa diberi petunjuk oleh Allah, maka ia-lah yang mendapat petunjuk; dan barangsiapa yang Dia nyatakan sesat, maka sekali-kali engkau tidak akan memperoleh penolong bagi mereka selain Dia. Dan akan Kami himpun mereka pada Hari Kiamat, keadaan wajah mereka buta, bisu dan tuli. Tempat tinggal mereka adalah Jahannam; setiap kali api itu berkurang Kami tambahkan1654 bagi mereka nyala api."
17,99,"Itulah balasan bagi mereka disebabkan mereka mengingkari tanda-tanda Kami dan berkata, “Apakah bila kami mati dan telah menjadi tulang-belulang dan telah hancur, apakah benar kami akan dibangkitkan sebagai makhluk baru?”1655"
17,100,"Tidakkah mereka itu me-lihat bahwa Allah, Yang telah menciptakan seluruh langit dan bumi, Dia berkuasa pula untuk menciptakan yang sama seperti mereka?1656 Dan Dia telah me-netapkan bagi mereka suatu jangka waktu; tiada keraguan di dalamnya. Tetapi orang-orang yang aniaya mengingkari segala sesuatu kecuali keingkaran."
17,101,"Katakanlah, “Seandainya kamu memiliki khazanah tak terhingga banyaknya dari rahmat Tuhan-ku, niscaya kamu akan menahannya, karena takut mem-belanjakan-nya, sebab manusia sangat kikir.”"
17,102,"Dan sesungguhnya Kami telah memberi Musa sembilan buah tanda yang terang,1657 maka tanyakanlah kepada Bani Israil. Ketika ia datang kepada mereka, maka berkatalah Firaun kepada-nya, “Sesungguhnya aku anggap engkau, hai, Musa, seorang yang disihir.”"
